animal_type,breed,sex_upon_intake,sex_upon_outcome,age_upon_intake,age_upon_outcome,intake_type,intake_condition,outcome_type,time_in_shelter_days
Dog,German Shepherd/Collie Rough,Intact Female,Intact Female,10 years,10 years,Public Assist,Aged,Return to Owner,7.918055555555555
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,1 week,1 week,Stray,Sick,Euthanasia,0.1284722222222222
Dog,Rat Terrier Mix,Neutered Male,Neutered Male,9 years,9 years,Stray,Normal,Adoption,273.8645833333333
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,3 months,Stray,Normal,Adoption,54.30833333333333
Dog,Schnauzer Giant Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Transfer,5.483333333333334
Dog,Basset Hound/Beauceron,Intact Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,9.036805555555556
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,2 months,2 months,Stray,Normal,Return to Owner,0.31319444444444444
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,3 years,3 years,Stray,Normal,Return to Owner,3.1666666666666665
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,11 years,11 years,Stray,Normal,Transfer,3.873611111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,3 months,Owner Surrender,Normal,Adoption,53.34166666666667
Cat,Domestic Longhair Mix,Intact Male,Intact Male,4 weeks,4 weeks,Stray,Nursing,Transfer,0.13402777777777777
Dog,Bull Terrier Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,1.1180555555555556
Dog,Pointer Mix,Intact Female,Spayed Female,4 weeks,1 month,Stray,Normal,Adoption,26.155555555555555
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Adoption,5.264583333333333
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,72.23819444444445
Dog,Queensland Heeler Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,6.227083333333334
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,11.134722222222225
Dog,Cairn Terrier Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,1.7854166666666669
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Injured,Transfer,5.113888888888889
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,4 weeks,Stray,Sick,Transfer,0.11180555555555556
Dog,Beauceron Mix,Neutered Male,Neutered Male,9 years,10 years,Owner Surrender,Normal,Adoption,94.11111111111111
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,1 month,1 month,Owner Surrender,Normal,Adoption,4.35
Dog,German Shepherd Mix,Neutered Male,Neutered Male,9 months,10 months,Owner Surrender,Normal,Transfer,3.0840277777777776
Dog,Rottweiler Mix,Intact Male,Intact Male,4 months,5 months,Stray,Normal,Return to Owner,1.0381944444444444
Dog,Rottweiler Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Transfer,8.08611111111111
Cat,Domestic Shorthair,Neutered Male,Neutered Male,7 years,7 years,Stray,Aged,Euthanasia,0.09166666666666667
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,4 months,4 months,Stray,Normal,Adoption,5.202083333333333
Dog,German Shepherd Mix,Intact Male,Neutered Male,4 years,4 years,Stray,Normal,Adoption,19.84027777777778
Dog,Jack Russell Terrier,Spayed Female,Spayed Female,10 years,10 years,Public Assist,Normal,Return to Owner,3.5375
Cat,Domestic Shorthair/Siamese,Intact Male,Intact Male,1 week,1 month,Stray,Normal,Died,31.1
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,54.08055555555555
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,49.80694444444445
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Transfer,6.585416666666666
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,4.270833333333333
Dog,Pit Bull Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Return to Owner,4.0256944444444445
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,4 months,4 months,Stray,Normal,Transfer,30.08888888888889
Dog,Dachshund Mix,Neutered Male,Neutered Male,5 months,5 months,Owner Surrender,Normal,Transfer,11.792361111111113
Dog,Miniature Poodle Mix,Intact Male,Intact Male,10 years,10 years,Public Assist,Injured,Transfer,4.940277777777778
Dog,Anatol Shepherd Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,44.15208333333334
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 weeks,3 weeks,Stray,Normal,Transfer,0.11875
Dog,Labrador Retriever/Great Pyrenees,Intact Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,5.002083333333333
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,7.094444444444444
Dog,Yorkshire Terrier Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,4.8875
Dog,Staffordshire Mix,Intact Male,Intact Male,1 year,1 year,Owner Surrender,Normal,Transfer,1.1791666666666667
Cat,Domestic Longhair Mix,Neutered Male,Neutered Male,6 years,6 years,Owner Surrender,Normal,Adoption,19.166666666666668
Dog,Jack Russell Terrier Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,9.504166666666666
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,2 months,Owner Surrender,Normal,Adoption,47.08958333333334
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,3 months,Stray,Normal,Adoption,25.292361111111113
Dog,Pit Bull Mix,Intact Female,Intact Female,8 months,8 months,Stray,Injured,Euthanasia,19.84722222222222
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,4 weeks,3 months,Stray,Normal,Adoption,62.952777777777776
Dog,Australian Shepherd Mix,Intact Male,Intact Male,4 years,4 years,Stray,Normal,Return to Owner,0.95
Dog,Pit Bull Mix,Intact Male,Neutered Male,6 months,6 months,Stray,Normal,Adoption,4.092361111111111
Dog,Black Mouth Cur Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,4.045833333333333
Dog,Dachshund,Spayed Female,Spayed Female,6 years,7 years,Stray,Injured,Transfer,33.110416666666666
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,3 months,3 months,Owner Surrender,Normal,Adoption,0.89375
Dog,Flat Coat Retriever Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,4.205555555555556
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,2 months,Stray,Normal,Adoption,5.252083333333333
Dog,Cocker Spaniel/Labrador Retriever,Intact Female,Spayed Female,1 month,2 months,Owner Surrender,Normal,Adoption,2.344444444444445
Dog,Yorkshire Terrier Mix,Intact Female,Spayed Female,6 months,6 months,Stray,Normal,Adoption,4.060416666666667
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 month,6 months,Stray,Normal,Adoption,148.6173611111111
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,8 months,9 months,Stray,Normal,Return to Owner,3.1798611111111112
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,138.86944444444444
Dog,Toy Fox Terrier Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,3.071527777777778
Dog,Pit Bull Mix,Intact Male,Intact Male,2 years,2 years,Public Assist,Normal,Return to Owner,13.789583333333333
Dog,Australian Cattle Dog Mix,Intact Male,Intact Male,4 years,4 years,Public Assist,Normal,Return to Owner,4.089583333333334
Dog,Pit Bull Mix,Intact Female,Spayed Female,3 months,4 months,Stray,Normal,Adoption,5.113194444444445
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,3 months,Stray,Normal,Adoption,73.72222222222223
Dog,Yorkshire Terrier Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Adoption,4.072222222222222
Dog,Toy Poodle,Intact Female,Intact Female,8 years,8 years,Owner Surrender,Normal,Transfer,2.134027777777778
Dog,Cocker Spaniel Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,6.495138888888889
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,3 months,3 months,Stray,Normal,Transfer,0.3479166666666667
Dog,American Bulldog Mix,Neutered Male,Neutered Male,5 years,5 years,Owner Surrender,Normal,Adoption,3.022916666666667
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 months,3 months,Stray,Normal,Transfer,0.8819444444444444
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,8 years,8 years,Owner Surrender,Normal,Adoption,41.94305555555555
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Nursing,Transfer,10.972916666666668
Dog,Siberian Husky Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,4.100694444444445
Dog,Border Terrier Mix,Intact Male,Intact Male,3 weeks,3 weeks,Stray,Normal,Transfer,4.930555555555555
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,4 weeks,2 months,Stray,Normal,Adoption,39.83611111111111
Dog,Labrador Retriever Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Return to Owner,1.178472222222222
Dog,Rat Terrier Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,5.038888888888889
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,4 months,4 months,Stray,Normal,Adoption,13.197222222222225
Dog,Australian Cattle Dog Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,100.29930555555556
Dog,Miniature Pinscher Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Return to Owner,0.7958333333333333
Dog,Australian Cattle Dog Mix,Intact Male,Neutered Male,9 months,1 year,Stray,Normal,Transfer,95.92708333333334
Dog,Labrador Retriever Mix,Intact Male,Intact Male,1 week,1 month,Stray,Normal,Adoption,46.15069444444445
Cat,Snowshoe Mix,Spayed Female,Spayed Female,10 years,10 years,Owner Surrender,Normal,Adoption,43.048611111111114
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,8 years,8 years,Stray,Injured,Euthanasia,0.01180555555555555
Cat,Siamese Mix,Unknown,Unknown,2 years,2 years,Stray,Injured,Euthanasia,0.09583333333333334
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 weeks,3 weeks,Stray,Normal,Transfer,0.1284722222222222
Dog,Border Collie Mix,Intact Male,Neutered Male,10 months,10 months,Public Assist,Normal,Return to Owner,9.289583333333333
Dog,Maltese/Miniature Poodle,Neutered Male,Neutered Male,6 years,6 years,Owner Surrender,Normal,Return to Owner,1.207638888888889
Dog,Cairn Terrier Mix,Intact Female,Spayed Female,1 month,2 months,Owner Surrender,Normal,Adoption,8.772222222222222
Dog,Belgian Malinois Mix,Intact Female,Intact Female,5 months,5 months,Stray,Normal,Return to Owner,1.366666666666667
Dog,Boxer/Chinese Sharpei,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,90.04375000000002
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,2 months,2 months,Stray,Normal,Adoption,4.196527777777778
Cat,Snowshoe Mix,Intact Female,Intact Female,1 month,1 month,Stray,Normal,Transfer,2.097916666666667
Dog,Pit Bull Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,0.21944444444444444
Dog,Miniature Schnauzer Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,9.485416666666667
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Return to Owner,0.6743055555555556
Dog,Toy Poodle Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,1.1805555555555556
Cat,Domestic Shorthair Mix,Unknown,Unknown,1 month,1 month,Stray,Sick,Euthanasia,0.13333333333333333
Dog,Australian Cattle Dog Mix,Intact Male,Neutered Male,3 years,3 years,Stray,Normal,Adoption,5.2756944444444445
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Transfer,0.83125
Cat,Manx Mix,Intact Female,Intact Female,1 year,1 year,Stray,Nursing,Transfer,4.1
Dog,German Shepherd Mix,Intact Female,Intact Female,9 months,10 months,Stray,Normal,Transfer,8.129861111111111
Cat,Domestic Longhair Mix,Neutered Male,Neutered Male,5 years,5 years,Stray,Injured,Adoption,6.386805555555555
Dog,Pit Bull Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,146.07777777777778
Dog,Bichon Frise Mix,Intact Male,Neutered Male,3 years,3 years,Owner Surrender,Normal,Adoption,1.91875
Dog,German Shepherd Mix,Spayed Female,Spayed Female,8 years,8 years,Owner Surrender,Normal,Adoption,1.9680555555555552
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,1 month,2 months,Owner Surrender,Normal,Adoption,16.08888888888889
Dog,Dachshund Longhair/Pomeranian,Neutered Male,Neutered Male,10 months,10 months,Owner Surrender,Normal,Adoption,1.1548611111111111
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,5 months,6 months,Owner Surrender,Normal,Adoption,2.2881944444444446
Dog,American Bulldog Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Injured,Adoption,28.24652777777778
Dog,Chihuahua Shorthair Mix,Intact Male,Intact Male,2 years,2 years,Owner Surrender,Normal,Transfer,1.788888888888889
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,6 years,6 years,Public Assist,Normal,Adoption,18.336111111111112
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 weeks,2 weeks,Stray,Normal,Transfer,0.05347222222222222
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Injured,Euthanasia,0.01458333333333333
Dog,American Pit Bull Terrier,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,6.028472222222223
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 month,1 month,Stray,Normal,Transfer,4.922916666666667
Dog,Plott Hound Mix,Intact Male,Neutered Male,2 years,2 years,Public Assist,Normal,Adoption,18.053472222222226
Dog,Chihuahua Shorthair/Dachshund,Spayed Female,Spayed Female,9 years,9 years,Stray,Normal,Return to Owner,2.097916666666667
Dog,Pointer,Intact Female,Spayed Female,5 months,6 months,Stray,Normal,Adoption,4.059027777777778
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,5 months,5 months,Stray,Normal,Transfer,0.04305555555555556
Cat,Domestic Shorthair Mix,Unknown,Unknown,2 weeks,2 weeks,Stray,Normal,Transfer,0.10972222222222222
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,3 months,Stray,Normal,Adoption,88.8576388888889
Dog,Pit Bull Mix,Intact Female,Intact Female,2 months,2 months,Stray,Normal,Return to Owner,0.13472222222222222
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 years,2 years,Stray,Normal,Transfer,0.7520833333333334
Dog,Australian Cattle Dog/Border Collie,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,3.0409722222222224
Dog,Pit Bull Mix,Intact Male,Neutered Male,9 months,10 months,Stray,Normal,Adoption,16.072222222222223
Dog,Pomeranian,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,0.8722222222222222
Dog,Dachshund/Chihuahua Longhair,Intact Female,Spayed Female,2 years,2 years,Public Assist,Normal,Adoption,5.722916666666667
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,4 weeks,Stray,Normal,Transfer,0.05694444444444444
Dog,Feist Mix,Intact Male,Intact Male,2 years,2 years,Owner Surrender,Normal,Euthanasia,4.899305555555555
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 weeks,2 weeks,Stray,Normal,Transfer,0.05555555555555555
Dog,Pit Bull/Labrador Retriever,Intact Male,Neutered Male,9 months,9 months,Stray,Normal,Adoption,8.127777777777778
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,11 years,11 years,Owner Surrender,Injured,Transfer,4.051388888888889
Dog,Labrador Retriever Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Return to Owner,7.107638888888889
Dog,American Bulldog Mix,Intact Male,Intact Male,5 years,5 years,Stray,Normal,Return to Owner,4.1819444444444445
Dog,Pointer/Labrador Retriever,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Euthanasia,4.093055555555556
Dog,German Shepherd Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,0.09097222222222225
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,2 months,Stray,Normal,Adoption,38.577083333333334
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,3 months,3 months,Stray,Normal,Transfer,14.51875
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,10 months,10 months,Stray,Normal,Transfer,4.031944444444444
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,3 years,3 years,Owner Surrender,Normal,Adoption,39.37777777777778
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,0.6104166666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,40.260416666666664
Dog,Mastiff/Rottweiler,Intact Male,Neutered Male,4 months,4 months,Stray,Normal,Transfer,4.233333333333333
Dog,German Shepherd Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Adoption,4.011805555555555
Cat,Domestic Medium Hair Mix,Intact Male,Intact Male,2 years,2 years,Stray,Injured,Euthanasia,0.00763888888888888
Dog,Rhod Ridgeback Mix,Neutered Male,Neutered Male,2 months,2 months,Owner Surrender,Normal,Adoption,0.9159722222222222
Dog,Manchester Terrier Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,38.99444444444445
Dog,Black Mouth Cur Mix,Spayed Female,Spayed Female,9 months,9 months,Stray,Normal,Adoption,4.013888888888889
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,2 weeks,2 months,Stray,Normal,Adoption,66.94930555555555
Dog,Border Collie Mix,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,4.270833333333333
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 weeks,3 weeks,Stray,Normal,Transfer,0.0902777777777778
Cat,Domestic Longhair Mix,Intact Male,Neutered Male,3 years,3 years,Owner Surrender,Normal,Transfer,4.963888888888889
Dog,Collie Smooth Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,4.309722222222222
Dog,Chihuahua Shorthair Mix,Spayed Female,Spayed Female,4 years,4 years,Owner Surrender,Normal,Transfer,0.9048611111111112
Dog,Border Collie Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,0.06041666666666667
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,48.03819444444445
Dog,Shih Tzu,Spayed Female,Spayed Female,4 years,5 years,Owner Surrender,Normal,Transfer,17.863194444444446
Dog,Australian Cattle Dog Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,1.209722222222222
Dog,Chihuahua Longhair Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,1.3875000000000002
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,5.3875
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,4 weeks,Stray,Nursing,Transfer,0.17083333333333336
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,10 years,10 years,Stray,Injured,Euthanasia,3.0854166666666667
Dog,Labrador Retriever/Australian Cattle Dog,Intact Female,Spayed Female,5 months,6 months,Stray,Normal,Adoption,9.288194444444445
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,4.114583333333333
Dog,Catahoula Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,4.2555555555555555
Dog,Cairn Terrier/Chihuahua Shorthair,Intact Male,Neutered Male,3 months,3 months,Stray,Normal,Adoption,4.177777777777778
Dog,Basset Hound,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Return to Owner,4.0569444444444445
Dog,Dachshund Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,3.964583333333333
Cat,Domestic Shorthair Mix,Unknown,Unknown,6 months,7 months,Stray,Normal,Transfer,0.9013888888888888
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,10 years,10 years,Stray,Normal,Return to Owner,10.584722222222222
Dog,Pit Bull Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,101.90416666666668
